id,ACTION
185,0.984347
186,0.941988
187,0.992337
188,0.983197
189,0.697606
190,0.984573
191,0.998375
192,0.985409
193,0.994629
194,0.990880
195,0.964985
196,0.994379
197,0.982641
198,0.967950
199,0.985843
200,0.802988
201,0.983317
202,0.980090
203,0.943025
204,0.980799
205,0.995428
206,0.982355
207,0.990136
208,0.977685
209,0.736432
210,0.882795
211,0.955529
212,0.983619
213,0.996091
214,0.956912
215,0.981338
216,0.927340
217,0.950924
218,0.990747
219,0.990346
220,0.954983
221,0.604036
222,0.998504
223,0.997842
224,0.979842
225,0.960211
226,0.757726
227,0.949335
228,0.978768
229,0.997178
230,0.992169
231,0.971450
232,0.931466
233,0.930412
234,0.294714
235,0.949733
236,0.953746
237,0.964544
238,0.973503
239,0.926228
240,0.994928
241,0.979264
242,0.797177
243,0.569227
244,0.982688
245,0.976437
246,0.997851
247,0.973500
248,0.974431
249,0.985038
250,0.994876
251,0.994076
252,0.931266
253,0.995781
254,0.997873
255,0.997687
256,0.965568
257,0.972837
258,0.912170
259,0.954608
260,0.997011
261,0.984705
262,0.960180
263,0.991898
264,0.996606
265,0.992320
266,0.980862
267,0.967525
268,0.992876
269,0.982234
270,0.989542
271,0.991135
272,0.950903
273,0.990411
274,0.746487
275,0.994082
276,0.920505
277,0.995690
278,0.996648
279,0.980058
280,0.915011
281,0.998841
282,0.996497
283,0.963081
284,0.948395
285,0.985540
286,0.985328
287,0.998573
288,0.990166
289,0.983910
290,0.989706
291,0.760154
292,0.915812
293,0.986732
294,0.977725
295,0.991715
296,0.471936
297,0.661810
298,0.982101
299,0.807821
300,0.989652
301,0.851977
302,0.992707
303,0.611627
304,0.877447
305,0.984700
306,0.988471
307,0.968554
308,0.998388
309,0.883682
310,0.973885
311,0.995499
312,0.991533
313,0.984882
314,0.995149
315,0.997989
316,0.991297
317,0.944943
318,0.992043
319,0.765552
320,0.995932
321,0.990702
322,0.411450
323,0.998759
324,0.983683
325,0.948537
326,0.836146
327,0.989006
328,0.996815
329,0.991672
330,0.989365
331,0.988237
332,0.947513
333,0.987924
334,0.889179
335,0.987647
336,0.971286
337,0.981976
338,0.993611
339,0.973459
340,0.984882
341,0.996178
342,0.985552
343,0.961595
344,0.996410
345,0.999084
346,0.991762
347,0.957511
348,0.973631
349,0.996409
350,0.957639
351,0.952949
352,0.998741
353,0.969578
354,0.813950
355,0.976948
356,0.993539
357,0.980711
358,0.987356
359,0.964254
360,0.701456
361,0.957228
362,0.986446
363,0.968770
364,0.839255
365,0.998330
366,0.997245
367,0.987463
368,0.995849
369,0.984577
370,0.990250
371,0.980353
372,0.984270
373,0.800584
374,0.431881
375,0.927025
376,0.989103
377,0.598929
378,0.978737
379,0.996144
380,0.903905
381,0.888345
382,0.970089
383,0.999183
384,0.975439
385,0.979575
386,0.975092
387,0.945154
388,0.973325
389,0.981133
390,0.988026
391,0.902773
392,0.995297
393,0.935473
394,0.986905
395,0.949374
396,0.993687
397,0.997701
398,0.981242
399,0.990190
400,0.986775
401,0.993724
402,0.989027
403,0.971750
404,0.981544
405,0.997880
406,0.972281
407,0.901891
408,0.989338
409,0.967489
410,0.991735
411,0.996292
412,0.955125
413,0.840547
414,0.985733
415,0.980590
416,0.947214
417,0.977357
418,0.985664
419,0.986410
420,0.981480
421,0.996572
422,0.978597
423,0.943537
424,0.851100
425,0.987440
426,0.970044
427,0.992476
428,0.980134
429,0.916659
430,0.997681
431,0.985338
432,0.983946
433,0.978810
434,0.954660
435,0.989879
436,0.999007
437,0.988199
438,0.302196
439,0.959069
440,0.492679
441,0.985942
442,0.999369
443,0.991964
444,0.986934
445,0.919420
446,0.993705
447,0.872575
448,0.991248
449,0.982664
450,0.961617
451,0.865954
452,0.973908
453,0.993968
454,0.929102
455,0.983928
456,0.986227
457,0.995593
458,0.993292
459,0.991839
460,0.757490
461,0.898274
462,0.997948
463,0.984597
464,0.989332
465,0.979146
466,0.994654
467,0.439230
468,0.943019
469,0.978579
470,0.979954
471,0.985745
472,0.988215
473,0.995058
474,0.988803
475,0.959682
476,0.978957
477,0.992738
478,0.988408
479,0.994446
480,0.994511
481,0.997132
482,0.970110
483,0.997019
484,0.978051
485,0.974875
486,0.939210
487,0.963242
488,0.984081
489,0.987618
490,0.968604
491,0.990191
492,0.977598
493,0.965529
494,0.991211
495,0.986766
496,0.987583
497,0.993758
498,0.993856
499,0.995462
500,0.980093
501,0.980734
502,0.946282
503,0.976174
504,0.977326
505,0.966448
506,0.995445
507,0.989166
508,0.962844
509,0.973477
510,0.457784
511,0.963732
512,0.978904
513,0.991290
514,0.712696
515,0.979587
516,0.985503
517,0.996312
518,0.956704
519,0.941275
520,0.922225
521,0.994251
522,0.984522
523,0.985872
524,0.401804
525,0.709073
526,0.517747
527,0.987183
528,0.984278
529,0.966123
530,0.995801
531,0.946568
532,0.976495
533,0.986716
534,0.947672
535,0.982180
536,0.975797
537,0.998641
538,0.981222
539,0.975998
540,0.959513
541,0.992741
542,0.961513
543,0.933619
544,0.974940
545,0.978778
546,0.988274
547,0.883056
548,0.658622
549,0.920366
550,0.893112
551,0.979445
552,0.934184
553,0.989217
554,0.907886
555,0.989841
556,0.976095
557,0.982104
558,0.961057
559,0.963937
560,0.963988
561,0.990578
562,0.982135
563,0.992261
564,0.746962
565,0.998125
566,0.922186
567,0.942659
568,0.816836
569,0.980102
570,0.959190
571,0.458098
572,0.981438
573,0.927751
574,0.566669
575,0.998630
576,0.990679
577,0.986248
578,0.989163
579,0.877984
580,0.966865
581,0.984645
582,0.982497
583,0.991494
584,0.937594
585,0.989812
586,0.993258
587,0.956216
588,0.981255
589,0.992321
590,0.934602
591,0.966736
592,0.996391
593,0.951669
594,0.980884
595,0.996152
596,0.995474
597,0.991199
598,0.843814
599,0.951936
600,0.961898
601,0.973994
602,0.956896
603,0.998920
604,0.986501
605,0.974868
606,0.991892
607,0.980942
608,0.988285
609,0.971504
610,0.860686
611,0.987708
612,0.968267
613,0.992170
614,0.774718
615,0.996831
616,0.580428
617,0.928589
618,0.985261
619,0.982381
620,0.995008
621,0.995253
622,0.962973
623,0.976850
624,0.927018
625,0.925577
626,0.989508
627,0.985772
628,0.937770
629,0.993869
630,0.993485
631,0.993719
632,0.974397
633,0.993826
634,0.994701
635,0.924859
636,0.986898
637,0.983161
638,0.978513
639,0.958720
640,0.981374
641,0.992991
642,0.934570
643,0.976095
644,0.994524
645,0.994510
646,0.789255
647,0.988502
648,0.944865
649,0.995012
650,0.832835
651,0.982813
652,0.996214
653,0.706232
654,0.969763
655,0.938553
656,0.987270
657,0.981156
658,0.990229
659,0.989284
660,0.958401
661,0.990983
662,0.981869
663,0.986931
664,0.990697
665,0.915818
666,0.677387
667,0.938154
668,0.974758
669,0.941029
670,0.639337
671,0.961790
672,0.969377
673,0.688423
674,0.971122
675,0.960637
676,0.985489
677,0.937592
678,0.991298
679,0.991066
680,0.986836
681,0.739984
682,0.963045
683,0.994619
684,0.984481
685,0.963041
686,0.922597
687,0.985038
688,0.988673
689,0.992798
690,0.995642
691,0.997664
692,0.993608
693,0.909936
694,0.988472
695,0.974723
696,0.751071
697,0.997703
698,0.992356
699,0.992535
700,0.976852
701,0.967568
702,0.992040
703,0.970020
704,0.938450
705,0.928277
706,0.781460
707,0.952110
708,0.996728
709,0.979970
710,0.990259
711,0.933362
712,0.968564
713,0.986647
714,0.996328
715,0.984694
716,0.849301
717,0.987010
718,0.945887
719,0.990817
720,0.986921
721,0.947038
722,0.993541
723,0.977404
724,0.958892
725,0.979208
726,0.950828
727,0.993204
728,0.997068
729,0.924882
730,0.946202
731,0.925598
732,0.998275
733,0.998451
734,0.999836
735,0.972724
736,0.768035
737,0.982635
738,0.993157
739,0.974635
740,0.992006
741,0.989225
742,0.989893
743,0.986825
744,0.995578
745,0.987960
746,0.989201
747,0.980454
748,0.993396
749,0.990568
750,0.999667
751,0.993237
752,0.983058
753,0.951750
754,0.980098
755,0.984462
756,0.798405
757,0.998522
758,0.975657
759,0.945404
760,0.936831
761,0.913662
762,0.935505
763,0.960310
764,0.947783
765,0.985342
766,0.966406
767,0.974962
768,0.988747
769,0.979477
770,0.976814
771,0.997110
772,0.983624
773,0.994873
774,0.987998
775,0.960572
776,0.790829
777,0.965141
778,0.984261
779,0.988796
780,0.660069
781,0.808391
782,0.980293
783,0.995980
784,0.963879
785,0.720471
786,0.980018
787,0.991557
788,0.961001
789,0.979786
790,0.941518
791,0.980443
792,0.991886
793,0.924777
794,0.985110
795,0.992918
796,0.921405
797,0.993858
798,0.997133
799,0.963798
800,0.998382
801,0.994439
802,0.981292
803,0.879553
804,0.989877
805,0.977560
806,0.992715
807,0.929796
808,0.897472
809,0.995030
810,0.991766
811,0.978633
812,0.605005
813,0.997239
814,0.968179
815,0.837389
816,0.998447
817,0.997454
818,0.991761
819,0.983402
820,0.957899
821,0.966464
822,0.993137
823,0.996484
824,0.979157
825,0.991258
826,0.911200
827,0.997941
828,0.981846
829,0.989708
830,0.981825
831,0.838563
832,0.999694
833,0.995151
834,0.981776
835,0.998288
836,0.979653
837,0.991403
838,0.997076
839,0.890732
840,0.960075
841,0.951878
842,0.991385
843,0.992820
844,0.991633
845,0.990875
846,0.990623
847,0.988016
848,0.993963
849,0.947612
850,0.558453
851,0.993035
852,0.987727
853,0.989723
854,0.292869
855,0.971673
856,0.987700
857,0.969385
858,0.988777
859,0.980751
860,0.998404
861,0.987398
862,0.959161
863,0.991746
864,0.924368
865,0.392510
866,0.956832
867,0.985958
868,0.975928
869,0.976619
870,0.992656
871,0.975259
872,0.963561
873,0.990309
874,0.921321
875,0.991755
876,0.978564
877,0.976903
878,0.967345
879,0.988702
880,0.972631
881,0.949269
882,0.991233
883,0.992471
884,0.951267
885,0.967502
886,0.997958
887,0.865042
888,0.990491
889,0.975136
890,0.998934
891,0.992270
892,0.944708
893,0.893938
894,0.995166
895,0.993505
896,0.983345
897,0.874959
898,0.968623
899,0.904219
900,0.992126
901,0.973252
902,0.987894
903,0.982559
904,0.988553
905,0.996982
906,0.995369
907,0.998992
908,0.999062
909,0.945001
910,0.956942
911,0.956152
912,0.984336
913,0.996932
914,0.996587
915,0.973950
916,0.922778
917,0.971764
918,0.970945
919,0.994245
920,0.985935
921,0.986864
922,0.980462
923,0.855090
924,0.957740
925,0.827841
926,0.992566
927,0.990624
928,0.995919
929,0.993323
930,0.999022
931,0.994597
932,0.984040
933,0.988096
934,0.982381
935,0.944263
936,0.932281
937,0.986887
938,0.987214
939,0.967032
940,0.922282
941,0.981723
942,0.993359
943,0.764409
944,0.988700
945,0.895643
946,0.979862
947,0.973156
948,0.881938
949,0.993305
950,0.983849
951,0.995151
952,0.774443
953,0.972132
954,0.982588
955,0.929657
956,0.459689
957,0.979979
958,0.959756
959,0.622255
960,0.914385
961,0.970782
962,0.992246
963,0.976676
964,0.956144
965,0.956236
966,0.908073
967,0.985287
968,0.943739
969,0.952906
970,0.950557
971,0.987628
972,0.997274
973,0.993480
974,0.987498
975,0.964387
976,0.969065
977,0.990798
978,0.929401
979,0.935824
980,0.710208
981,0.995036
982,0.984190
983,0.999336
984,0.342882
985,0.994495
986,0.968534
987,0.998871
988,0.986179
989,0.993581
990,0.921903
991,0.604306
992,0.962130
993,0.999801
994,0.995822
995,0.982788
996,0.993023
997,0.664633
998,0.974352
999,0.977977
1000,0.997390
1001,0.995202
1002,0.947496
1003,0.945373
1004,0.973660
1005,0.962324
1006,0.923484
1007,0.986284
1008,0.991456
1009,0.996261
1010,0.987416
1011,0.995681
1012,0.898644
1013,0.992811
1014,0.977254
1015,0.991251
1016,0.997530
1017,0.533723
1018,0.978185
1019,0.938118
1020,0.995728
1021,0.995880
1022,0.964979
1023,0.934533
1024,0.964806
1025,0.916996
1026,0.910792
1027,0.985183
1028,0.946873
1029,0.984821
1030,0.983616
1031,0.973579
1032,0.999312
1033,0.996554
1034,0.974484
1035,0.998241
1036,0.994552
1037,0.945064
1038,0.982522
1039,0.968529
1040,0.991630
1041,0.986645
1042,0.990382
1043,0.610770
1044,0.624677
1045,0.865364
1046,0.983535
1047,0.996479
1048,0.987855
1049,0.650952
1050,0.996591
1051,0.989844
1052,0.981683
1053,0.996207
1054,0.878052
1055,0.991019
1056,0.948904
1057,0.971114
1058,0.995529
1059,0.992953
1060,0.986108
1061,0.970039
1062,0.872705
1063,0.965454
1064,0.952601
1065,0.998667
1066,0.988807
1067,0.986595
1068,0.900717
1069,0.944413
1070,0.993814
1071,0.842774
1072,0.991452
1073,0.839313
1074,0.955831
1075,0.998199
1076,0.983367
1077,0.969020
1078,0.979591
1079,0.981972
1080,0.882161
1081,0.999667
1082,0.995642
1083,0.982169
1084,0.990953
1085,0.880184
1086,0.998615
1087,0.931087
1088,0.981141
1089,0.983192
1090,0.992984
1091,0.961784
1092,0.993675
1093,0.990026
1094,0.990538
1095,0.999296
1096,0.986763
1097,0.992650
1098,0.993079
1099,0.977987
1100,0.969093
1101,0.909744
1102,0.972432
1103,0.998103
1104,0.768735
1105,0.995025
1106,0.997556
1107,0.995680
1108,0.989488
1109,0.993005
1110,0.991898
1111,0.994136
1112,0.991248
1113,0.991330
1114,0.941328
1115,0.787581
1116,0.988789
1117,0.936319
1118,0.938279
1119,0.942765
1120,0.965815
1121,0.984937
1122,0.826620
1123,0.926513
1124,0.972952
1125,0.990889
1126,0.976535
1127,0.991055
1128,0.994150
1129,0.992470
1130,0.994599
1131,0.909848
1132,0.946642
1133,0.997480
1134,0.994463
1135,0.898990
1136,0.984451
1137,0.988359
1138,0.996731
1139,0.997535
1140,0.701880
1141,0.980940
1142,0.971502
1143,0.990961
1144,0.971862
1145,0.989559
1146,0.998248
1147,0.979983
1148,0.976304
1149,0.991132
1150,0.994821
1151,0.998494
1152,0.996713
1153,0.999134
1154,0.575244
1155,0.999200
1156,0.994965
1157,0.958648
1158,0.824544
1159,0.979520
1160,0.898165
1161,0.992062
1162,0.985215
1163,0.950168
1164,0.991907
1165,0.996435
1166,0.981774
1167,0.988043
1168,0.987753
1169,0.941333
1170,0.920277
1171,0.991661
1172,0.990180
1173,0.985794
1174,0.960869
1175,0.996446
1176,0.985511
1177,0.991655
1178,0.986755
1179,0.996291
1180,0.766499
1181,0.677456
1182,0.986206
1183,0.962731
1184,0.948533
1185,0.997071
1186,0.968324
1187,0.971316
1188,0.543635
1189,0.980469
1190,0.983695
1191,0.986307
1192,0.996683
1193,0.992996
1194,0.984464
1195,0.993611
1196,0.968772
1197,0.979515
1198,0.993168
1199,0.997453
1200,0.994643
1201,0.978892
1202,0.993847
1203,0.992612
1204,0.979203
1205,0.983681
1206,0.967798
1207,0.957739
1208,0.996501
1209,0.797343
1210,0.950275
1211,0.987145
1212,0.977127
1213,0.977591
1214,0.967363
1215,0.997144
1216,0.913976
1217,0.970058
1218,0.980545
1219,0.982296
1220,0.899605
1221,0.992010
1222,0.976215
1223,0.995518
1224,0.957034
1225,0.991379
1226,0.982408
1227,0.987406
1228,0.981141
1229,0.982373
1230,0.997689
1231,0.989992
1232,0.983641
1233,0.999310
1234,0.977456
1235,0.972632
1236,0.985271
1237,0.974614
1238,0.944091
1239,0.994180
1240,0.965415
1241,0.971430
1242,0.973249
1243,0.987708
1244,0.998947
1245,0.990450
1246,0.910686
1247,0.982721
1248,0.996734
1249,0.913265
1250,0.997119
1251,0.895739
1252,0.925679
1253,0.998702
1254,0.990731
1255,0.992720
1256,0.998023
1257,0.737482
1258,0.978248
1259,0.984715
1260,0.996071
1261,0.995728
1262,0.971092
1263,0.984609
1264,0.977885
1265,0.990019
1266,0.982460
1267,0.997062
1268,0.988925
1269,0.978806
1270,0.996118
1271,0.962072
1272,0.993295
1273,0.964742
1274,0.897021
1275,0.997141
1276,0.990432
1277,0.964835
1278,0.974919
1279,0.992066
1280,0.987185
1281,0.997257
1282,0.984939
1283,0.978319
1284,0.967833
1285,0.997647
1286,0.997761
1287,0.809502
1288,0.952635
1289,0.968220
1290,0.992769
1291,0.983172
1292,0.956227
1293,0.992247
1294,0.955763
1295,0.993125
1296,0.959289
1297,0.992544
1298,0.980116
1299,0.938054
1300,0.690743
1301,0.983629
1302,0.795434
1303,0.992932
1304,0.984667
1305,0.920483
1306,0.988919
1307,0.998927
1308,0.985245
1309,0.987793
1310,0.983960
1311,0.980526
1312,0.993329
1313,0.780324
1314,0.970525
1315,0.991339
1316,0.992358
1317,0.986537
1318,0.992815
1319,0.994657
1320,0.920466
1321,0.918598
1322,0.998936
1323,0.996791
1324,0.996391
1325,0.994841
1326,0.977597
1327,0.911024
1328,0.985723
1329,0.996485
1330,0.984984
1331,0.994373
1332,0.975861
1333,0.911420
1334,0.966359
1335,0.933914
1336,0.984238
1337,0.990220
1338,0.995794
1339,0.757418
1340,0.987931
1341,0.973888
1342,0.983290
1343,0.987019
1344,0.983218
1345,0.993671
1346,0.983547
1347,0.988122
1348,0.983934
1349,0.985628
1350,0.995180
1351,0.918793
1352,0.967303
1353,0.975760
1354,0.987992
1355,0.967334
1356,0.985048
1357,0.867446
1358,0.816859
1359,0.345359
1360,0.700360
1361,0.966019
1362,0.987895
1363,0.993494
1364,0.950686
1365,0.993201
1366,0.975839
1367,0.994761
1368,0.985132
1369,0.990414
1370,0.952526
1371,0.988258
1372,0.943002
1373,0.793680
1374,0.978298
1375,0.999421
1376,0.975159
1377,0.991704
1378,0.988966
1379,0.979759
1380,0.976688
1381,0.995337
1382,0.953057
1383,0.986918
1384,0.992693
1385,0.972251
1386,0.982548
1387,0.951502
1388,0.931990
1389,0.981965
1390,0.996916
1391,0.288525
1392,0.928390
1393,0.973312
1394,0.984253
1395,0.910167
1396,0.949283
1397,0.984310
1398,0.996902
1399,0.943061
1400,0.967691
1401,0.994900
1402,0.990907
1403,0.990238
1404,0.991475
1405,0.982723
1406,0.985699
1407,0.959181
1408,0.987644
1409,0.932928
1410,0.992355
1411,0.956125
1412,0.980408
1413,0.599798
1414,0.908948
1415,0.958853
1416,0.932685
1417,0.922719
1418,0.974263
1419,0.998940
1420,0.979572
1421,0.986474
1422,0.971625
1423,0.966023
1424,0.992097
1425,0.975896
1426,0.972791
1427,0.998265
1428,0.961739
1429,0.426452
1430,0.971370
1431,0.964164
1432,0.990421
1433,0.210401
1434,0.668321
1435,0.975025
1436,0.982565
1437,0.964807
1438,0.977802
1439,0.988809
1440,0.976198
1441,0.902205
1442,0.992648
1443,0.989366
1444,0.995143
1445,0.992045
1446,0.997182
1447,0.974249
1448,0.973543
1449,0.989686
1450,0.964870
1451,0.974843
1452,0.995321
1453,0.994352
1454,0.940283
1455,0.973033
1456,0.887446
1457,0.984655
1458,0.994059
1459,0.995885
1460,0.984228
1461,0.995436
1462,0.239325
1463,0.992895
1464,0.708977
1465,0.988707
1466,0.986749
1467,0.959971
1468,0.985948
1469,0.962051
1470,0.940588
1471,0.973098
1472,0.924682
1473,0.961671
1474,0.999704
1475,0.998277
1476,0.989422
1477,0.945696
1478,0.995804
1479,0.989471
1480,0.984244
1481,0.992269
1482,0.852071
1483,0.972679
1484,0.964131
1485,0.987383
1486,0.982852
1487,0.948227
1488,0.927832
1489,0.996538
1490,0.935153
1491,0.999288
1492,0.969767
1493,0.973509
1494,0.910606
1495,0.976129
1496,0.993423
1497,0.983522
1498,0.985654
1499,0.989355
1500,0.993943
1501,0.991882
1502,0.765620
1503,0.975127
1504,0.964087
1505,0.996380
1506,0.940493
1507,0.987158
1508,0.906845
1509,0.991261
1510,0.992573
1511,0.983066
1512,0.993565
1513,0.991088
1514,0.968305
1515,0.880062
1516,0.946672
1517,0.471364
1518,0.955157
1519,0.994025
1520,0.993801
1521,0.976281
1522,0.968648
1523,0.929924
1524,0.940074
1525,0.996756
1526,0.987117
1527,0.973904
1528,0.971320
1529,0.966538
1530,0.991394
1531,0.986513
1532,0.985377
1533,0.989414
1534,0.994052
1535,0.999183
1536,0.954629
1537,0.993634
1538,0.996883
1539,0.974630
1540,0.993516
1541,0.998414
1542,0.961447
1543,0.940708
1544,0.992999
1545,0.998569
1546,0.980258
1547,0.964315
1548,0.988099
1549,0.996981
1550,0.987565
1551,0.989224
1552,0.987816
1553,0.996754
1554,0.987375
1555,0.961083
1556,0.985473
1557,0.953863
1558,0.993899
1559,0.975023
1560,0.906477
1561,0.983995
1562,0.859707
1563,0.479815
1564,0.976801
1565,0.977096
1566,0.979924
1567,0.982456
1568,0.908751
1569,0.966663
1570,0.965056
1571,0.928716
1572,0.991397
1573,0.363597
1574,0.998977
1575,0.960094
1576,0.980847
1577,0.989621
1578,0.898838
1579,0.993196
1580,0.667686
1581,0.998670
1582,0.984867
1583,0.949176
1584,0.996341
1585,0.984719
1586,0.968429
1587,0.948034
1588,0.995523
1589,0.986974
1590,0.993454
1591,0.977371
1592,0.998123
1593,0.980223
1594,0.973807
1595,0.208577
1596,0.926922
1597,0.989333
1598,0.977793
1599,0.289882
1600,0.969649
1601,0.973210
1602,0.971154
1603,0.969681
1604,0.983122
1605,0.976700
1606,0.993577
1607,0.893386
1608,0.881097
1609,0.911009
1610,0.776856
1611,0.997215
1612,0.976215
1613,0.994209
1614,0.895953
1615,0.990362
1616,0.979391
1617,0.577592
1618,0.979716
1619,0.995656
1620,0.991453
1621,0.954703
1622,0.898259
1623,0.975256
1624,0.983479
1625,0.986271
1626,0.992799
1627,0.560654
1628,0.808400
1629,0.988350
1630,0.965076
1631,0.994082
1632,0.972258
1633,0.915683
1634,0.968790
1635,0.975818
1636,0.982347
1637,0.984098
1638,0.970137
1639,0.942497
1640,0.990812
1641,0.997137
1642,0.765337
1643,0.996795
1644,0.991041
1645,0.904309
1646,0.983362
1647,0.963275
1648,0.993321
1649,0.969926
1650,0.972974
1651,0.971843
1652,0.998087
1653,0.999412
1654,0.998688
1655,0.984440
1656,0.980975
1657,0.979512
1658,0.986223
1659,0.891760
1660,0.998060
1661,0.997856
1662,0.987330
1663,0.964238
1664,0.996238
1665,0.927994
1666,0.963561
1667,0.966237
1668,0.997753
1669,0.985280
1670,0.990849
1671,0.832059
1672,0.949185
1673,0.950725
1674,0.989086
1675,0.421523
1676,0.689847
1677,0.988282
1678,0.974590
1679,0.993517
1680,0.995223
1681,0.984807
1682,0.959605
1683,0.992091
1684,0.958291
1685,0.997699
1686,0.997739
1687,0.976046
1688,0.986061
1689,0.981944
1690,0.981667
1691,0.987291
1692,0.997140
1693,0.993684
1694,0.912217
1695,0.998050
1696,0.989221
1697,0.979812
1698,0.927454
1699,0.981964
1700,0.991449
1701,0.956368
1702,0.994794
1703,0.930889
1704,0.972168
1705,0.930259
1706,0.932710
1707,0.997768
1708,0.960584
1709,0.997429
1710,0.998124
1711,0.988393
1712,0.975371
1713,0.594068
1714,0.990067
1715,0.984247
1716,0.999387
1717,0.810365
1718,0.382605
1719,0.985087
1720,0.935928
1721,0.983938
1722,0.992419
1723,0.986167
1724,0.997598
1725,0.975722
1726,0.984010
1727,0.994701
1728,0.992610
1729,0.978765
1730,0.984494
1731,0.921648
1732,0.932447
1733,0.989505
1734,0.943845
1735,0.989932
1736,0.939935
1737,0.994229
1738,0.991615
1739,0.989060
1740,0.994313
1741,0.816289
1742,0.998309
1743,0.994606
1744,0.924918
1745,0.992504
1746,0.993843
1747,0.930226
1748,0.940207
1749,0.997973
1750,0.968909
1751,0.974919
1752,0.985481
1753,0.995736
1754,0.997180
1755,0.929458
1756,0.987128
1757,0.990650
1758,0.972590
1759,0.992985
1760,0.988997
1761,0.908147
1762,0.797789
1763,0.993438
1764,0.987176
1765,0.975038
1766,0.968853
1767,0.997122
1768,0.631992
1769,0.801288
1770,0.977740
1771,0.964399
1772,0.998965
1773,0.932577
1774,0.983158
1775,0.998184
1776,0.927943
1777,0.960826
1778,0.949180
1779,0.996036
1780,0.868916
1781,0.933649
1782,0.861967
1783,0.979429
1784,0.966306
1785,0.994046
1786,0.975117
1787,0.899364
1788,0.860754
1789,0.959105
1790,0.995947
1791,0.714468
1792,0.982832
1793,0.987319
1794,0.868132
1795,0.973593
1796,0.944845
1797,0.956976
1798,0.990452
1799,0.993128
1800,0.995163
1801,0.988385
1802,0.996713
1803,0.978487
1804,0.990034
1805,0.897126
1806,0.767100
1807,0.998657
1808,0.990721
1809,0.996032
1810,0.980321
1811,0.994720
1812,0.995403
1813,0.676699
1814,0.707146
1815,0.940893
1816,0.993795
1817,0.970625
1818,0.990734
1819,0.851650
1820,0.987134
1821,0.993126
1822,0.981107
1823,0.951812
1824,0.843603
1825,0.999587
1826,0.976462
1827,0.991352
1828,0.941407
1829,0.996721
1830,0.926698
1831,0.994105
1832,0.997366
1833,0.979227
1834,0.971282
1835,0.953380
1836,0.997267
1837,0.990384
1838,0.925046
1839,0.985925
1840,0.972634
1841,0.902684
1842,0.980597
1843,0.989328
1844,0.931821
1845,0.994139
1846,0.981304
1847,0.984944
1848,0.985338
1849,0.982906
1850,0.996236
1851,0.961094
1852,0.992721
1853,0.775513
1854,0.989849
1855,0.933055
1856,0.991659
1857,0.988000
1858,0.528236
1859,0.993889
1860,0.863605
1861,0.986612
1862,0.998717
1863,0.930046
1864,0.960355
1865,0.979859
1866,0.981824
1867,0.981491
1868,0.987694
1869,0.910017
1870,0.925230
1871,0.997104
1872,0.970164
1873,0.687609
